area_name,area_code,date,new_cases,total_cases
Bromley,E09000006,2020-05-07,20,1341
Camden,E09000007,2020-05-07,9,630
Croydon,E09000008,2020-05-07,9,1656
Ealing,E09000009,2020-05-07,20,1297
Enfield,E09000010,2020-05-07,2,1035
Greenwich,E09000011,2020-05-07,9,800
Hackney and City of London,E09000012,2020-05-07,8,721
Hammersmith and Fulham,E09000013,2020-05-07,4,666
Haringey,E09000014,2020-05-07,13,657
Harrow,E09000015,2020-05-07,17,1131
Havering,E09000016,2020-05-07,1,815
Hillingdon,E09000017,2020-05-07,12,937
Hounslow,E09000018,2020-05-07,9,871
Islington,E09000019,2020-05-07,2,478
Kensington and Chelsea,E09000020,2020-05-07,4,508
Kingston upon Thames,E09000021,2020-05-07,6,615
Lambeth,E09000022,2020-05-07,7,1246
Lewisham,E09000023,2020-05-07,9,1083
Merton,E09000024,2020-05-07,8,801
Newham,E09000025,2020-05-07,6,1103
Redbridge,E09000026,2020-05-07,21,939
Richmond upon Thames,E09000027,2020-05-07,6,467
Southwark,E09000028,2020-05-07,4,1323
Sutton,E09000029,2020-05-07,4,861
Tower Hamlets,E09000030,2020-05-07,3,699
Waltham Forest,E09000031,2020-05-07,10,891
Wandsworth,E09000032,2020-05-07,9,1038
Westminster,E09000033,2020-05-07,3,683
Barking and Dagenham,E09000002,2020-05-08,6,599
Barnet,E09000003,2020-05-08,7,1416
Bexley,E09000004,2020-05-08,8,876
Brent,E09000005,2020-05-08,19,1546
Bromley,E09000006,2020-05-08,24,1365
Camden,E09000007,2020-05-08,3,633
Croydon,E09000008,2020-05-08,13,1669
Ealing,E09000009,2020-05-08,15,1312
Enfield,E09000010,2020-05-08,7,1042
Greenwich,E09000011,2020-05-08,10,810
Hackney and City of London,E09000012,2020-05-08,3,724
Hammersmith and Fulham,E09000013,2020-05-08,3,669
Haringey,E09000014,2020-05-08,6,663
Harrow,E09000015,2020-05-08,9,1140
Havering,E09000016,2020-05-08,3,818
Hillingdon,E09000017,2020-05-08,1,938
Hounslow,E09000018,2020-05-08,9,880
Islington,E09000019,2020-05-08,6,484
Kensington and Chelsea,E09000020,2020-05-08,2,510
Kingston upon Thames,E09000021,2020-05-08,4,619
Lambeth,E09000022,2020-05-08,2,1248
Lewisham,E09000023,2020-05-08,7,1090
Merton,E09000024,2020-05-08,3,804
Newham,E09000025,2020-05-08,4,1107
Redbridge,E09000026,2020-05-08,7,946
Richmond upon Thames,E09000027,2020-05-08,3,470
Southwark,E09000028,2020-05-08,4,1327
Sutton,E09000029,2020-05-08,7,868
Tower Hamlets,E09000030,2020-05-08,1,700
Waltham Forest,E09000031,2020-05-08,5,896
Wandsworth,E09000032,2020-05-08,2,1040
Westminster,E09000033,2020-05-08,3,686
Barking and Dagenham,E09000002,2020-05-09,4,603
Barnet,E09000003,2020-05-09,5,1421
Bexley,E09000004,2020-05-09,4,880
Brent,E09000005,2020-05-09,8,1554
Bromley,E09000006,2020-05-09,4,1369
Camden,E09000007,2020-05-09,2,635
Croydon,E09000008,2020-05-09,6,1675
Ealing,E09000009,2020-05-09,4,1316
Enfield,E09000010,2020-05-09,1,1043
Greenwich,E09000011,2020-05-09,2,812
Hackney and City of London,E09000012,2020-05-09,3,727
Hammersmith and Fulham,E09000013,2020-05-09,1,670
Haringey,E09000014,2020-05-09,2,665
Harrow,E09000015,2020-05-09,7,1147
Havering,E09000016,2020-05-09,0,818
Hillingdon,E09000017,2020-05-09,5,943
Hounslow,E09000018,2020-05-09,9,889
Islington,E09000019,2020-05-09,4,488
Kensington and Chelsea,E09000020,2020-05-09,2,512
Kingston upon Thames,E09000021,2020-05-09,2,621
Lambeth,E09000022,2020-05-09,6,1254
Lewisham,E09000023,2020-05-09,2,1092
Merton,E09000024,2020-05-09,2,806
Newham,E09000025,2020-05-09,7,1114
Redbridge,E09000026,2020-05-09,4,950
Richmond upon Thames,E09000027,2020-05-09,2,472
Southwark,E09000028,2020-05-09,7,1334
Sutton,E09000029,2020-05-09,4,872
Tower Hamlets,E09000030,2020-05-09,3,703
Waltham Forest,E09000031,2020-05-09,7,903
Wandsworth,E09000032,2020-05-09,4,1044
Westminster,E09000033,2020-05-09,5,691
Barking and Dagenham,E09000002,2020-05-10,7,610
Barnet,E09000003,2020-05-10,8,1429
Bexley,E09000004,2020-05-10,8,888
Brent,E09000005,2020-05-10,3,1557
Bromley,E09000006,2020-05-10,11,1380
Camden,E09000007,2020-05-10,2,637
Croydon,E09000008,2020-05-10,3,1678
Ealing,E09000009,2020-05-10,2,1318
Enfield,E09000010,2020-05-10,2,1045
Greenwich,E09000011,2020-05-10,6,818
Hackney and City of London,E09000012,2020-05-10,0,727
Hammersmith and Fulham,E09000013,2020-05-10,1,671
Haringey,E09000014,2020-05-10,4,669
Harrow,E09000015,2020-05-10,0,1147
Havering,E09000016,2020-05-10,4,822
Hillingdon,E09000017,2020-05-10,2,945
Hounslow,E09000018,2020-05-10,4,893
Islington,E09000019,2020-05-10,0,488
Kensington and Chelsea,E09000020,2020-05-10,0,512
Kingston upon Thames,E09000021,2020-05-10,9,630
Lambeth,E09000022,2020-05-10,3,1257
Lewisham,E09000023,2020-05-10,3,1095
Merton,E09000024,2020-05-10,4,810
Newham,E09000025,2020-05-10,9,1123
Redbridge,E09000026,2020-05-10,7,957
Richmond upon Thames,E09000027,2020-05-10,0,472
Southwark,E09000028,2020-05-10,6,1340
Sutton,E09000029,2020-05-10,5,877
Tower Hamlets,E09000030,2020-05-10,2,705
Waltham Forest,E09000031,2020-05-10,2,905
Wandsworth,E09000032,2020-05-10,6,1050
Westminster,E09000033,2020-05-10,3,694
Barking and Dagenham,E09000002,2020-05-11,7,617
Barnet,E09000003,2020-05-11,6,1435
Bexley,E09000004,2020-05-11,7,895
Brent,E09000005,2020-05-11,8,1565
Bromley,E09000006,2020-05-11,7,1387
Camden,E09000007,2020-05-11,6,643
Croydon,E09000008,2020-05-11,5,1683
Ealing,E09000009,2020-05-11,10,1328
Enfield,E09000010,2020-05-11,6,1051
Greenwich,E09000011,2020-05-11,4,822
Hackney and City of London,E09000012,2020-05-11,4,731
Hammersmith and Fulham,E09000013,2020-05-11,2,673
Haringey,E09000014,2020-05-11,5,674
Harrow,E09000015,2020-05-11,3,1150
Havering,E09000016,2020-05-11,4,826
Hillingdon,E09000017,2020-05-11,3,948
Hounslow,E09000018,2020-05-11,3,896
Islington,E09000019,2020-05-11,5,493
Kensington and Chelsea,E09000020,2020-05-11,1,513
Kingston upon Thames,E09000021,2020-05-11,9,639
Lambeth,E09000022,2020-05-11,5,1262
Lewisham,E09000023,2020-05-11,7,1102
Merton,E09000024,2020-05-11,2,812
Newham,E09000025,2020-05-11,5,1128
Redbridge,E09000026,2020-05-11,3,960
Richmond upon Thames,E09000027,2020-05-11,4,476
Southwark,E09000028,2020-05-11,10,1350
Sutton,E09000029,2020-05-11,10,887
Tower Hamlets,E09000030,2020-05-11,5,710
Waltham Forest,E09000031,2020-05-11,3,908
Wandsworth,E09000032,2020-05-11,1,1051
Westminster,E09000033,2020-05-11,2,696
Barking and Dagenham,E09000002,2020-05-12,3,620
Barnet,E09000003,2020-05-12,11,1446
Bexley,E09000004,2020-05-12,11,906
Brent,E09000005,2020-05-12,6,1571
Bromley,E09000006,2020-05-12,20,1407
Camden,E09000007,2020-05-12,3,646
Croydon,E09000008,2020-05-12,10,1693
Ealing,E09000009,2020-05-12,11,1339
Enfield,E09000010,2020-05-12,8,1059
Greenwich,E09000011,2020-05-12,7,829
Hackney and City of London,E09000012,2020-05-12,3,734
Hammersmith and Fulham,E09000013,2020-05-12,2,675
Haringey,E09000014,2020-05-12,1,675
Harrow,E09000015,2020-05-12,7,1157
Havering,E09000016,2020-05-12,2,828
Hillingdon,E09000017,2020-05-12,10,958
Hounslow,E09000018,2020-05-12,9,905
Islington,E09000019,2020-05-12,2,495
Kensington and Chelsea,E09000020,2020-05-12,2,515
Kingston upon Thames,E09000021,2020-05-12,9,648
Lambeth,E09000022,2020-05-12,3,1265
Lewisham,E09000023,2020-05-12,5,1107
Merton,E09000024,2020-05-12,9,821
Newham,E09000025,2020-05-12,4,1132
Redbridge,E09000026,2020-05-12,6,966
Richmond upon Thames,E09000027,2020-05-12,1,477
Southwark,E09000028,2020-05-12,9,1359
Sutton,E09000029,2020-05-12,3,890
Tower Hamlets,E09000030,2020-05-12,2,712
Waltham Forest,E09000031,2020-05-12,2,910
Wandsworth,E09000032,2020-05-12,10,1061
Westminster,E09000033,2020-05-12,2,698
Barking and Dagenham,E09000002,2020-05-13,11,631
Barnet,E09000003,2020-05-13,16,1462
Bexley,E09000004,2020-05-13,6,912
Brent,E09000005,2020-05-13,4,1575
Bromley,E09000006,2020-05-13,7,1414
Camden,E09000007,2020-05-13,4,650
Croydon,E09000008,2020-05-13,8,1701
Ealing,E09000009,2020-05-13,24,1363
Enfield,E09000010,2020-05-13,7,1066
Greenwich,E09000011,2020-05-13,10,839
Hackney and City of London,E09000012,2020-05-13,5,739
Hammersmith and Fulham,E09000013,2020-05-13,3,678
Haringey,E09000014,2020-05-13,4,679
Harrow,E09000015,2020-05-13,3,1160
Havering,E09000016,2020-05-13,4,832
Hillingdon,E09000017,2020-05-13,5,963
Hounslow,E09000018,2020-05-13,5,910
Islington,E09000019,2020-05-13,4,499
Kensington and Chelsea,E09000020,2020-05-13,1,516
Kingston upon Thames,E09000021,2020-05-13,8,656
Lambeth,E09000022,2020-05-13,6,1271
Lewisham,E09000023,2020-05-13,10,1117
Merton,E09000024,2020-05-13,10,831
Newham,E09000025,2020-05-13,1,1133
Redbridge,E09000026,2020-05-13,5,971
Richmond upon Thames,E09000027,2020-05-13,4,481
Southwark,E09000028,2020-05-13,5,1364
Sutton,E09000029,2020-05-13,4,894
Tower Hamlets,E09000030,2020-05-13,2,714
Waltham Forest,E09000031,2020-05-13,6,916
Wandsworth,E09000032,2020-05-13,8,1069
Westminster,E09000033,2020-05-13,4,702
Barking and Dagenham,E09000002,2020-05-14,2,633
Barnet,E09000003,2020-05-14,5,1467
Bexley,E09000004,2020-05-14,11,923
Brent,E09000005,2020-05-14,7,1582
Bromley,E09000006,2020-05-14,7,1421
Camden,E09000007,2020-05-14,1,651
Croydon,E09000008,2020-05-14,9,1710
Ealing,E09000009,2020-05-14,19,1382
Enfield,E09000010,2020-05-14,4,1070
Greenwich,E09000011,2020-05-14,2,841
Hackney and City of London,E09000012,2020-05-14,1,740
Hammersmith and Fulham,E09000013,2020-05-14,1,679
Haringey,E09000014,2020-05-14,5,684
Harrow,E09000015,2020-05-14,9,1169
Havering,E09000016,2020-05-14,6,838
Hillingdon,E09000017,2020-05-14,9,972
Hounslow,E09000018,2020-05-14,5,915
Islington,E09000019,2020-05-14,1,500
Kensington and Chelsea,E09000020,2020-05-14,0,516
Kingston upon Thames,E09000021,2020-05-14,12,668
Lambeth,E09000022,2020-05-14,9,1280
Lewisham,E09000023,2020-05-14,3,1120
Merton,E09000024,2020-05-14,3,834
Newham,E09000025,2020-05-14,5,1138
Redbridge,E09000026,2020-05-14,1,972
Richmond upon Thames,E09000027,2020-05-14,1,482
Southwark,E09000028,2020-05-14,4,1368
Sutton,E09000029,2020-05-14,5,899
Tower Hamlets,E09000030,2020-05-14,1,715
Waltham Forest,E09000031,2020-05-14,2,918
Wandsworth,E09000032,2020-05-14,3,1072
Westminster,E09000033,2020-05-14,5,707
Barking and Dagenham,E09000002,2020-05-15,1,634
Barnet,E09000003,2020-05-15,5,1472
Bexley,E09000004,2020-05-15,2,925
Brent,E09000005,2020-05-15,3,1585
Bromley,E09000006,2020-05-15,10,1431
Camden,E09000007,2020-05-15,1,652
Croydon,E09000008,2020-05-15,10,1720
Ealing,E09000009,2020-05-15,11,1393
Enfield,E09000010,2020-05-15,4,1074
Greenwich,E09000011,2020-05-15,7,848
Hackney and City of London,E09000012,2020-05-15,3,743
Hammersmith and Fulham,E09000013,2020-05-15,2,681
Haringey,E09000014,2020-05-15,7,691
Harrow,E09000015,2020-05-15,5,1174
Havering,E09000016,2020-05-15,7,845
Hillingdon,E09000017,2020-05-15,3,975
Hounslow,E09000018,2020-05-15,5,920
Islington,E09000019,2020-05-15,4,504
Kensington and Chelsea,E09000020,2020-05-15,1,517
Kingston upon Thames,E09000021,2020-05-15,3,671
Lambeth,E09000022,2020-05-15,7,1287
Lewisham,E09000023,2020-05-15,1,1121
Merton,E09000024,2020-05-15,4,838
Newham,E09000025,2020-05-15,3,1141
Redbridge,E09000026,2020-05-15,3,975
Richmond upon Thames,E09000027,2020-05-15,4,486
Southwark,E09000028,2020-05-15,5,1373
Sutton,E09000029,2020-05-15,1,900
Tower Hamlets,E09000030,2020-05-15,2,717
Waltham Forest,E09000031,2020-05-15,1,919
Wandsworth,E09000032,2020-05-15,6,1078
Westminster,E09000033,2020-05-15,2,709
Barking and Dagenham,E09000002,2020-05-16,2,636
Barnet,E09000003,2020-05-16,2,1474
Bexley,E09000004,2020-05-16,1,926
Brent,E09000005,2020-05-16,1,1586
Bromley,E09000006,2020-05-16,5,1436
Camden,E09000007,2020-05-16,1,653
Croydon,E09000008,2020-05-16,9,1729
Ealing,E09000009,2020-05-16,1,1394
Enfield,E09000010,2020-05-16,7,1081
Greenwich,E09000011,2020-05-16,3,851
Hackney and City of London,E09000012,2020-05-16,0,743
Hammersmith and Fulham,E09000013,2020-05-16,0,681
Haringey,E09000014,2020-05-16,5,696
Harrow,E09000015,2020-05-16,0,1174
Havering,E09000016,2020-05-16,4,849
Hillingdon,E09000017,2020-05-16,5,980
Hounslow,E09000018,2020-05-16,3,923
Islington,E09000019,2020-05-16,2,506
Kensington and Chelsea,E09000020,2020-05-16,0,517
Kingston upon Thames,E09000021,2020-05-16,0,671
Lambeth,E09000022,2020-05-16,1,1288
Lewisham,E09000023,2020-05-16,3,1124
Merton,E09000024,2020-05-16,2,840
Newham,E09000025,2020-05-16,2,1143
Redbridge,E09000026,2020-05-16,6,981
Richmond upon Thames,E09000027,2020-05-16,1,487
Southwark,E09000028,2020-05-16,2,1375
Sutton,E09000029,2020-05-16,1,901
Tower Hamlets,E09000030,2020-05-16,0,717
Waltham Forest,E09000031,2020-05-16,2,921
Wandsworth,E09000032,2020-05-16,1,1079
Westminster,E09000033,2020-05-16,0,709
Barking and Dagenham,E09000002,2020-05-17,1,637
Barnet,E09000003,2020-05-17,6,1480
Bexley,E09000004,2020-05-17,6,932
Brent,E09000005,2020-05-17,3,1589
Bromley,E09000006,2020-05-17,2,1438
Camden,E09000007,2020-05-17,0,653
Croydon,E09000008,2020-05-17,2,1731
Ealing,E09000009,2020-05-17,2,1396
Enfield,E09000010,2020-05-17,10,1091
Greenwich,E09000011,2020-05-17,2,853
Hackney and City of London,E09000012,2020-05-17,1,744
Hammersmith and Fulham,E09000013,2020-05-17,1,682
Haringey,E09000014,2020-05-17,1,697
Harrow,E09000015,2020-05-17,4,1178
Havering,E09000016,2020-05-17,2,851
Hillingdon,E09000017,2020-05-17,2,982
Hounslow,E09000018,2020-05-17,4,927
Islington,E09000019,2020-05-17,2,508
Kensington and Chelsea,E09000020,2020-05-17,2,519
Kingston upon Thames,E09000021,2020-05-17,0,671
Lambeth,E09000022,2020-05-17,0,1288
Lewisham,E09000023,2020-05-17,1,1125
Merton,E09000024,2020-05-17,4,844
Newham,E09000025,2020-05-17,7,1150
Redbridge,E09000026,2020-05-17,4,985
Richmond upon Thames,E09000027,2020-05-17,1,488
Southwark,E09000028,2020-05-17,0,1375
Sutton,E09000029,2020-05-17,0,901
Tower Hamlets,E09000030,2020-05-17,1,718
Waltham Forest,E09000031,2020-05-17,4,925
Wandsworth,E09000032,2020-05-17,2,1081
Westminster,E09000033,2020-05-17,1,710
Barking and Dagenham,E09000002,2020-05-18,2,639
Barnet,E09000003,2020-05-18,9,1489
Bexley,E09000004,2020-05-18,8,940
Brent,E09000005,2020-05-18,5,1594
Bromley,E09000006,2020-05-18,5,1443
Camden,E09000007,2020-05-18,2,655
Croydon,E09000008,2020-05-18,6,1737
Ealing,E09000009,2020-05-18,4,1400
Enfield,E09000010,2020-05-18,6,1097
Greenwich,E09000011,2020-05-18,5,858
Hackney and City of London,E09000012,2020-05-18,5,749
Hammersmith and Fulham,E09000013,2020-05-18,3,685
Haringey,E09000014,2020-05-18,0,697
Harrow,E09000015,2020-05-18,5,1183
Havering,E09000016,2020-05-18,2,853
Hillingdon,E09000017,2020-05-18,1,983
Hounslow,E09000018,2020-05-18,2,929
Islington,E09000019,2020-05-18,1,509
Kensington and Chelsea,E09000020,2020-05-18,3,522
Kingston upon Thames,E09000021,2020-05-18,2,673
Lambeth,E09000022,2020-05-18,2,1290
Lewisham,E09000023,2020-05-18,2,1127
Merton,E09000024,2020-05-18,9,853
Newham,E09000025,2020-05-18,4,1154
Redbridge,E09000026,2020-05-18,4,989
Richmond upon Thames,E09000027,2020-05-18,1,489
Southwark,E09000028,2020-05-18,2,1377
Sutton,E09000029,2020-05-18,5,906
Tower Hamlets,E09000030,2020-05-18,2,720
Waltham Forest,E09000031,2020-05-18,2,927
Wandsworth,E09000032,2020-05-18,4,1085
Westminster,E09000033,2020-05-18,1,711
Barking and Dagenham,E09000002,2020-05-19,5,644
Barnet,E09000003,2020-05-19,7,1496
Bexley,E09000004,2020-05-19,3,943
Brent,E09000005,2020-05-19,11,1605
Bromley,E09000006,2020-05-19,5,1448
Camden,E09000007,2020-05-19,1,656
Croydon,E09000008,2020-05-19,6,1743
Ealing,E09000009,2020-05-19,4,1404
Enfield,E09000010,2020-05-19,8,1105
Greenwich,E09000011,2020-05-19,5,863
Hackney and City of London,E09000012,2020-05-19,6,755
Hammersmith and Fulham,E09000013,2020-05-19,1,686
Haringey,E09000014,2020-05-19,1,698
Harrow,E09000015,2020-05-19,4,1187
Havering,E09000016,2020-05-19,3,856
Hillingdon,E09000017,2020-05-19,5,988
Hounslow,E09000018,2020-05-19,1,930
Islington,E09000019,2020-05-19,3,512
Kensington and Chelsea,E09000020,2020-05-19,0,522
Kingston upon Thames,E09000021,2020-05-19,2,675
Lambeth,E09000022,2020-05-19,2,1292
Lewisham,E09000023,2020-05-19,4,1131
Merton,E09000024,2020-05-19,10,863
Newham,E09000025,2020-05-19,0,1154
Redbridge,E09000026,2020-05-19,8,997
Richmond upon Thames,E09000027,2020-05-19,0,489
Southwark,E09000028,2020-05-19,1,1378
Sutton,E09000029,2020-05-19,9,915
Tower Hamlets,E09000030,2020-05-19,2,722
Waltham Forest,E09000031,2020-05-19,7,934
Wandsworth,E09000032,2020-05-19,4,1089
Westminster,E09000033,2020-05-19,1,712
Barking and Dagenham,E09000002,2020-05-20,4,648
Barnet,E09000003,2020-05-20,10,1506
Bexley,E09000004,2020-05-20,6,949
Brent,E09000005,2020-05-20,9,1614
Bromley,E09000006,2020-05-20,4,1452
Camden,E09000007,2020-05-20,3,659
Croydon,E09000008,2020-05-20,12,1755
Ealing,E09000009,2020-05-20,10,1414
Enfield,E09000010,2020-05-20,3,1108
Greenwich,E09000011,2020-05-20,1,864
Hackney and City of London,E09000012,2020-05-20,2,757
Hammersmith and Fulham,E09000013,2020-05-20,5,691
Haringey,E09000014,2020-05-20,2,700
Harrow,E09000015,2020-05-20,5,1192
Havering,E09000016,2020-05-20,7,863
Hillingdon,E09000017,2020-05-20,3,991
Hounslow,E09000018,2020-05-20,2,932
Islington,E09000019,2020-05-20,1,513
Kensington and Chelsea,E09000020,2020-05-20,1,523
Kingston upon Thames,E09000021,2020-05-20,7,682
Lambeth,E09000022,2020-05-20,6,1298
Lewisham,E09000023,2020-05-20,3,1134
Merton,E09000024,2020-05-20,8,871
Newham,E09000025,2020-05-20,0,1154
Redbridge,E09000026,2020-05-20,8,1005
Richmond upon Thames,E09000027,2020-05-20,1,490
Southwark,E09000028,2020-05-20,0,1378
Sutton,E09000029,2020-05-20,6,921
Tower Hamlets,E09000030,2020-05-20,3,725
Waltham Forest,E09000031,2020-05-20,1,935
Wandsworth,E09000032,2020-05-20,4,1093
Westminster,E09000033,2020-05-20,5,717
Barking and Dagenham,E09000002,2020-05-21,4,652
Barnet,E09000003,2020-05-21,8,1514
Bexley,E09000004,2020-05-21,15,964
Brent,E09000005,2020-05-21,3,1617
Bromley,E09000006,2020-05-21,1,1453
Camden,E09000007,2020-05-21,2,661
Croydon,E09000008,2020-05-21,9,1764
Ealing,E09000009,2020-05-21,4,1418
Enfield,E09000010,2020-05-21,2,1110
Greenwich,E09000011,2020-05-21,5,869
Hackney and City of London,E09000012,2020-05-21,2,759
Hammersmith and Fulham,E09000013,2020-05-21,2,693
Haringey,E09000014,2020-05-21,4,704
Harrow,E09000015,2020-05-21,4,1196
Havering,E09000016,2020-05-21,10,873
Hillingdon,E09000017,2020-05-21,7,998
Hounslow,E09000018,2020-05-21,3,935
Islington,E09000019,2020-05-21,1,514
Kensington and Chelsea,E09000020,2020-05-21,5,528
Kingston upon Thames,E09000021,2020-05-21,4,686
Lambeth,E09000022,2020-05-21,11,1309
Lewisham,E09000023,2020-05-21,5,1139
Merton,E09000024,2020-05-21,5,876
Newham,E09000025,2020-05-21,8,1162
Redbridge,E09000026,2020-05-21,0,1005
Richmond upon Thames,E09000027,2020-05-21,3,493
Southwark,E09000028,2020-05-21,2,1380
Sutton,E09000029,2020-05-21,13,934
Tower Hamlets,E09000030,2020-05-21,5,730
Waltham Forest,E09000031,2020-05-21,3,938
Wandsworth,E09000032,2020-05-21,3,1096
Westminster,E09000033,2020-05-21,3,720
Barking and Dagenham,E09000002,2020-05-22,1,653
Barnet,E09000003,2020-05-22,3,1517
Bexley,E09000004,2020-05-22,8,972
Brent,E09000005,2020-05-22,4,1621
Bromley,E09000006,2020-05-22,5,1458
Camden,E09000007,2020-05-22,1,662
Croydon,E09000008,2020-05-22,3,1767
Ealing,E09000009,2020-05-22,12,1430
Enfield,E09000010,2020-05-22,2,1112
Greenwich,E09000011,2020-05-22,1,870
Hackney and City of London,E09000012,2020-05-22,0,759
Hammersmith and Fulham,E09000013,2020-05-22,4,697
Haringey,E09000014,2020-05-22,1,705
Harrow,E09000015,2020-05-22,2,1198
Havering,E09000016,2020-05-22,1,874
Hillingdon,E09000017,2020-05-22,1,999
Hounslow,E09000018,2020-05-22,5,940
Islington,E09000019,2020-05-22,2,516
Kensington and Chelsea,E09000020,2020-05-22,0,528
Kingston upon Thames,E09000021,2020-05-22,4,690
Lambeth,E09000022,2020-05-22,2,1311
Lewisham,E09000023,2020-05-22,2,1141
Merton,E09000024,2020-05-22,0,876
Newham,E09000025,2020-05-22,2,1164
Redbridge,E09000026,2020-05-22,5,1010
Richmond upon Thames,E09000027,2020-05-22,0,493
Southwark,E09000028,2020-05-22,0,1380
Sutton,E09000029,2020-05-22,4,938
Tower Hamlets,E09000030,2020-05-22,2,732
Waltham Forest,E09000031,2020-05-22,2,940
Wandsworth,E09000032,2020-05-22,1,1097
Westminster,E09000033,2020-05-22,1,721
Barking and Dagenham,E09000002,2020-05-23,2,655
Barnet,E09000003,2020-05-23,1,1518
Bexley,E09000004,2020-05-23,2,974
Brent,E09000005,2020-05-23,3,1624
Bromley,E09000006,2020-05-23,1,1459
Camden,E09000007,2020-05-23,0,662
Croydon,E09000008,2020-05-23,8,1775
Ealing,E09000009,2020-05-23,2,1432
Enfield,E09000010,2020-05-23,1,1113
Greenwich,E09000011,2020-05-23,3,873
Hackney and City of London,E09000012,2020-05-23,1,760
Hammersmith and Fulham,E09000013,2020-05-23,0,697
Haringey,E09000014,2020-05-23,2,707
Harrow,E09000015,2020-05-23,1,1199
Havering,E09000016,2020-05-23,0,874
Hillingdon,E09000017,2020-05-23,1,1000
Hounslow,E09000018,2020-05-23,1,941
Islington,E09000019,2020-05-23,1,517
Kensington and Chelsea,E09000020,2020-05-23,1,529
Kingston upon Thames,E09000021,2020-05-23,0,690
Lambeth,E09000022,2020-05-23,5,1316
Lewisham,E09000023,2020-05-23,1,1142
Merton,E09000024,2020-05-23,3,879
Newham,E09000025,2020-05-23,7,1171
Redbridge,E09000026,2020-05-23,2,1012
Richmond upon Thames,E09000027,2020-05-23,0,493
Southwark,E09000028,2020-05-23,3,1383
Sutton,E09000029,2020-05-23,2,940
Tower Hamlets,E09000030,2020-05-23,4,736
Waltham Forest,E09000031,2020-05-23,1,941
Wandsworth,E09000032,2020-05-23,4,1101
Westminster,E09000033,2020-05-23,2,723
Barking and Dagenham,E09000002,2020-05-24,0,655
Barnet,E09000003,2020-05-24,2,1520
Bexley,E09000004,2020-05-24,1,975
Brent,E09000005,2020-05-24,4,1628
Bromley,E09000006,2020-05-24,3,1462
Camden,E09000007,2020-05-24,2,664
Croydon,E09000008,2020-05-24,3,1778
Ealing,E09000009,2020-05-24,3,1435
Enfield,E09000010,2020-05-24,3,1116
Greenwich,E09000011,2020-05-24,0,873
Hackney and City of London,E09000012,2020-05-24,1,761
Hammersmith and Fulham,E09000013,2020-05-24,0,697
Haringey,E09000014,2020-05-24,3,710
Harrow,E09000015,2020-05-24,0,1199
Havering,E09000016,2020-05-24,1,875
Hillingdon,E09000017,2020-05-24,4,1004
Hounslow,E09000018,2020-05-24,0,941
Islington,E09000019,2020-05-24,0,517
Kensington and Chelsea,E09000020,2020-05-24,1,530
Kingston upon Thames,E09000021,2020-05-24,1,691
Lambeth,E09000022,2020-05-24,2,1318
Lewisham,E09000023,2020-05-24,3,1145
Merton,E09000024,2020-05-24,2,881
Newham,E09000025,2020-05-24,1,1172
Redbridge,E09000026,2020-05-24,0,1012
Richmond upon Thames,E09000027,2020-05-24,3,496
Southwark,E09000028,2020-05-24,1,1384
Sutton,E09000029,2020-05-24,2,942
Tower Hamlets,E09000030,2020-05-24,1,737
Waltham Forest,E09000031,2020-05-24,1,942
Wandsworth,E09000032,2020-05-24,3,1104
Westminster,E09000033,2020-05-24,1,724
Barking and Dagenham,E09000002,2020-05-25,3,658
Barnet,E09000003,2020-05-25,1,1521
Bexley,E09000004,2020-05-25,0,975
Brent,E09000005,2020-05-25,1,1629
Bromley,E09000006,2020-05-25,3,1465
Camden,E09000007,2020-05-25,1,665
Croydon,E09000008,2020-05-25,6,1784
Ealing,E09000009,2020-05-25,5,1440
Enfield,E09000010,2020-05-25,2,1118
Greenwich,E09000011,2020-05-25,2,875
Hackney and City of London,E09000012,2020-05-25,1,762
Hammersmith and Fulham,E09000013,2020-05-25,1,698
Haringey,E09000014,2020-05-25,1,711
Harrow,E09000015,2020-05-25,0,1199
Havering,E09000016,2020-05-25,2,877
Hillingdon,E09000017,2020-05-25,3,1007
Hounslow,E09000018,2020-05-25,2,943
Islington,E09000019,2020-05-25,2,519
Kensington and Chelsea,E09000020,2020-05-25,0,530
Kingston upon Thames,E09000021,2020-05-25,3,694
Lambeth,E09000022,2020-05-25,1,1319
Lewisham,E09000023,2020-05-25,4,1149
Merton,E09000024,2020-05-25,0,881
Newham,E09000025,2020-05-25,2,1174
Redbridge,E09000026,2020-05-25,2,1014
Richmond upon Thames,E09000027,2020-05-25,5,501
Southwark,E09000028,2020-05-25,1,1385
Sutton,E09000029,2020-05-25,0,942
Tower Hamlets,E09000030,2020-05-25,1,738
Waltham Forest,E09000031,2020-05-25,2,944
Wandsworth,E09000032,2020-05-25,0,1104
Westminster,E09000033,2020-05-25,0,724
Barking and Dagenham,E09000002,2020-05-26,4,662
Barnet,E09000003,2020-05-26,4,1525
Bexley,E09000004,2020-05-26,5,980
Brent,E09000005,2020-05-26,1,1630
Bromley,E09000006,2020-05-26,0,1465
Camden,E09000007,2020-05-26,0,665
Croydon,E09000008,2020-05-26,5,1789
Ealing,E09000009,2020-05-26,4,1444
Enfield,E09000010,2020-05-26,3,1121
Greenwich,E09000011,2020-05-26,5,880
Hackney and City of London,E09000012,2020-05-26,1,763
